"Txhash","Blockno","UnixTimestamp","DateTime","From","To","TokenValue","USDValueDayOfTx","ContractAddress","TokenName","TokenSymbol"
"0x6a95a268b52fab23e3abfc7cb348a86b76d9550fd9a87a7665a3e41d95daadb5","41316560","1681016771","2023-04-09 05:06:11","0x8d2abb24b7fe55b36f8b93ca084940ab2db1c9fe","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","1,884.782615772015944121","$26.26","0x34667ed7c36cbbbf2d5d5c5c8d6eb76a094edb9f","GenomesDAO (PoS)","GENE",""
"0x6a95a268b52fab23e3abfc7cb348a86b76d9550fd9a87a7665a3e41d95daadb5","41316560","1681016771","2023-04-09 05:06:11","0x82e5b6ad650fe2741bfca6a095d493cf97ead16b","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","25.435898","$25.47","0xc2132d05d31c914a87c6611c10748aeb04b58e8f","(PoS) Tether USD","USDT",""
"0x2da78c93993628ac2e6c3a7e8d33cf0d9248c86bbf85993e5001ac25cc9d7bb4","41316564","1681016779","2023-04-09 05:06:19","0xe1d89f97f7172c1ad9f169ce79216a4a4931df3e","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","24.691252","$24.73","0x2791bca1f2de4661ed88a30c99a7a9449aa84174","USD Coin (PoS)","USDC",""
"0x2da78c93993628ac2e6c3a7e8d33cf0d9248c86bbf85993e5001ac25cc9d7bb4","41316564","1681016779","2023-04-09 05:06:19","0x01dbb440b09965b937da3af71e53051ed028d9bd","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","21.015858","$21.05","0x2791bca1f2de4661ed88a30c99a7a9449aa84174","USD Coin (PoS)","USDC",""
"0x2da78c93993628ac2e6c3a7e8d33cf0d9248c86bbf85993e5001ac25cc9d7bb4","41316564","1681016779","2023-04-09 05:06:19","0xda19274f395a8618cf3b453dbac35bebb56e9b6d","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","20.622134","$20.65","0x2791bca1f2de4661ed88a30c99a7a9449aa84174","USD Coin (PoS)","USDC",""
"0x93b9a7f796f6358bcadaa83c1fdabf9720bdb54d545afc17155e39d2a270384a","41331923","1681051020","2023-04-09 14:37:00","0x03fed09a02c73747e62eacd8119fabae7ac16923","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","21.005692026322350458","$149.52","0x53e0bca35ec356bd5dddfebbd1fc0fd03fabad39","ChainLink Token","LINK",""
"0x505470bea0cb05ebe9514613297b59eb4f3a6fb32c162592a76d3c182a026520","41333072","1681053558","2023-04-09 15:19:18","0x4c23d301ed0dbf717706c3539b5cf32ab799ad9a","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","29,367","N/A","0x2e618eabe66818f4c6718c24f59c5694f0b2735a","SIMP Token","SIMP",""
"0x65c5c34eecda63e4e47d5c3d160442f0365849040fac14197ec4b4346aaeed9d","41336751","1681061783","2023-04-09 17:36:23","0x4e9f2cadc0af0aa63110b2c5e3a2cdcf98cc967a","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.4991","$0.50","0x2791bca1f2de4661ed88a30c99a7a9449aa84174","USD Coin (PoS)","USDC",""
"0x2be8d921efb3b5bf539fd095734555485314e47640aee5375c30caf93e525a93","41338068","1681064647","2023-04-09 18:24:07","0x76a7d804686fd55d64094bdf6a2c74670feaf64b","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.199282","$0.20","0x2791bca1f2de4661ed88a30c99a7a9449aa84174","USD Coin (PoS)","USDC",""
"0xb5800e8c1484a64887c551c6faaac1f91adf75e14c0dd0db1a15c07ca733efa9","41339725","1681068253","2023-04-09 19:24:13","0x4f1dc0a02fc70338ff748975d60287adabf5f33e","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","499.5","$500.08","0xc2132d05d31c914a87c6611c10748aeb04b58e8f","(PoS) Tether USD","USDT",""
"0x48d567ec5508dd430ce5b36e9689af69b1db5eff2422c135c231966189a332ec","41341338","1681071753","2023-04-09 20:22:33","0x1657e36d67e3ca976cb3990cb611b061244a5680","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","12.785197","$12.80","0xc2132d05d31c914a87c6611c10748aeb04b58e8f","(PoS) Tether USD","USDT",""
"0x59632a8f4e3aad3c2a5fc20e1604954c37b8d1fff8d76a9297be9e09b6833841","41341809","1681072787","2023-04-09 20:39:47","0x9cb96d7d6748d8f21e14f1b8a57a6e65eae8eeb8","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","1,121.216184986301369863","N/A","0xe0bceef36f3a6efdd5eebfacd591423f8549b9d5","Defactor (PoS)","FACTR",""
"0x3e3d3a0e395e6312f62cb0678dc4927276fd1467b480f094097b98e52462f19e","41346329","1681082576","2023-04-09 23:22:56","0x62929db669e7e748a28178a99c6a202135944f3f","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.004472806641636669","$0.00","0x2f6f07cdcf3588944bf4c42ac74ff24bf56e7590","StargateToken","STG",""
"0x93ab7ffc0afe1663593175342c40ea24048649cc18fc8535ae87227529227fd0","41354161","1681099760","2023-04-10 04:09:20","0xe2e67afa38ccb7255123b87590d315eb997115e3","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.0002","$0.37","0x7ceb23fd6bc0add59e62ac25578270cff1b9f619","Wrapped Ether","WETH",""
"0x53c778fd5133a1a4bbd5c0e388bcd36bab5c6c5fc85c9dde4db4b3b8f06e2b16","41360854","1681114724","2023-04-10 08:18:44","0x99ad066a1d7f94ee2d404c5b556e69a68a3b15d4","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","2","$2.00","0x2791bca1f2de4661ed88a30c99a7a9449aa84174","USD Coin (PoS)","USDC",""
"0x9cfe7bbaa51dde14900a9d24b97eea8fbf898ad90ab0ab51a3e23720a5ac8a68","41360947","1681114922","2023-04-10 08:22:02","0x99ad066a1d7f94ee2d404c5b556e69a68a3b15d4","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","2","$2.00","0x2791bca1f2de4661ed88a30c99a7a9449aa84174","USD Coin (PoS)","USDC",""
